"Customer ID","Customer Name","Customer Email","Number of Rentals"
591,"KentArsenault","kent.arsenault@sakilacustomer.org",27
561,"IanStill","ian.still@sakilacustomer.org",27
282,"JennyCastro","jenny.castro@sakilacustomer.org",27
40,"AmandaCarter","amanda.carter@sakilacustomer.org",27
190,"YolandaWeaver","yolanda.weaver@sakilacustomer.org",27
396,"EarlShanks","earl.shanks@sakilacustomer.org",27
228,"AllisonStanley","allison.stanley@sakilacustomer.org",27
206,"TerriVasquez","terri.vasquez@sakilacustomer.org",27
577,"CliftonMalcolm","clifton.malcolm@sakilacustomer.org",27
471,"DeanSauer","dean.sauer@sakilacustomer.org",27
151,"MeganPalmer","megan.palmer@sakilacustomer.org",27
286,"VelmaLucas","velma.lucas@sakilacustomer.org",27
387,"JesseSchilling","jesse.schilling@sakilacustomer.org",26
385,"PhillipHolm","phillip.holm@sakilacustomer.org",26
512,"CecilVines","cecil.vines@sakilacustomer.org",26
240,"MarleneWelch","marlene.welch@sakilacustomer.org",26
285,"MiriamMckinney","miriam.mckinney@sakilacustomer.org",26
171,"DoloresWagner","dolores.wagner@sakilacustomer.org",26
202,"CarlaGutierrez","carla.gutierrez@sakilacustomer.org",26
570,"IvanCromwell","ivan.cromwell@sakilacustomer.org",26
3,"LindaWilliams","linda.williams@sakilacustomer.org",26
215,"JessieBanks","jessie.banks@sakilacustomer.org",26
474,"DustinGillette","dustin.gillette@sakilacustomer.org",26
377,"HowardFortner","howard.fortner@sakilacustomer.org",26
261,"DeannaByrd","deanna.byrd@sakilacustomer.org",26
82,"KathrynColeman","kathryn.coleman@sakilacustomer.org",26
411,"NormanCurrier","norman.currier@sakilacustomer.org",26
225,"ArleneHarvey","arlene.harvey@sakilacustomer.org",26
551,"ClaytonBarbee","clayton.barbee@sakilacustomer.org",26
487,"HectorPoindexter","hector.poindexter@sakilacustomer.org",26
450,"JayRobb","jay.robb@sakilacustomer.org",26
182,"ReneeLane","renee.lane@sakilacustomer.org",26
142,"AprilBurns","april.burns@sakilacustomer.org",26
593,"ReneMcalister","rene.mcalister@sakilacustomer.org",26
327,"LarryThrasher","larry.thrasher@sakilacustomer.org",26
234,"ClaudiaFuller","claudia.fuller@sakilacustomer.org",26
278,"BillieHorton","billie.horton@sakilacustomer.org",26
422,"MelvinEllington","melvin.ellington@sakilacustomer.org",26
389,"AlanKahn","alan.kahn@sakilacustomer.org",26
298,"ErikaPena","erika.pena@sakilacustomer.org",26
357,"KeithRico","keith.rico@sakilacustomer.org",26
109,"EdnaWest","edna.west@sakilacustomer.org",26
425,"FrancisSikes","francis.sikes@sakilacustomer.org",26
510,"BenEaster","ben.easter@sakilacustomer.org",26
312,"MarkRinehart","mark.rinehart@sakilacustomer.org",26
44,"MarieTurner","marie.turner@sakilacustomer.org",26
518,"GabrielHarder","gabriel.harder@sakilacustomer.org",26
303,"WilliamSatterfield","william.satterfield@sakilacustomer.org",26
208,"LucyWheeler","lucy.wheeler@sakilacustomer.org",26
170,"BeatriceArnold","beatrice.arnold@sakilacustomer.org",26
423,"AlfredCasillas","alfred.casillas@sakilacustomer.org",26
231,"GeorgiaJacobs","georgia.jacobs@sakilacustomer.org",26
486,"GlenTalbert","glen.talbert@sakilacustomer.org",26
445,"MichealForman","micheal.forman@sakilacustomer.org",26
516,"ElmerNoe","elmer.noe@sakilacustomer.org",26
31,"BrendaWright","brenda.wright@sakilacustomer.org",26
495,"CharlieBess","charlie.bess@sakilacustomer.org",26
149,"ValerieBlack","valerie.black@sakilacustomer.org",26
105,"DawnSullivan","dawn.sullivan@sakilacustomer.org",26
121,"JosephineGomez","josephine.gomez@sakilacustomer.org",26
294,"ShellyWatts","shelly.watts@sakilacustomer.org",26
304,"DavidRoyal","david.royal@sakilacustomer.org",26
111,"CarmenOwens","carmen.owens@sakilacustomer.org",26
587,"SergioStanfield","sergio.stanfield@sakilacustomer.org",26
219,"WillieHowell","willie.howell@sakilacustomer.org",26
508,"MiltonHowland","milton.howland@sakilacustomer.org",25
359,"WillieMarkham","willie.markham@sakilacustomer.org",25
433,"DonBone","don.bone@sakilacustomer.org",25
155,"GailKnight","gail.knight@sakilacustomer.org",25
562,"WallaceSlone","wallace.slone@sakilacustomer.org",25
201,"VickiFields","vicki.fields@sakilacustomer.org",25
69,"JudyGray","judy.gray@sakilacustomer.org",25
463,"DarrellPower","darrell.power@sakilacustomer.org",25
572,"SidneyBurleson","sidney.burleson@sakilacustomer.org",25
41,"StephanieMitchell","stephanie.mitchell@sakilacustomer.org",25
98,"LillianGriffin","lillian.griffin@sakilacustomer.org",25
308,"ThomasGrigsby","thomas.grigsby@sakilacustomer.org",25
83,"LouiseJenkins","louise.jenkins@sakilacustomer.org",25
199,"BethFranklin","beth.franklin@sakilacustomer.org",25
235,"JackieLynch","jackie.lynch@sakilacustomer.org",25
369,"FredWheat","fred.wheat@sakilacustomer.org",25
536,"FernandoChurchill","fernando.churchill@sakilacustomer.org",25
456,"RonnieRicketts","ronnie.ricketts@sakilacustomer.org",25
517,"BradMccurdy","brad.mccurdy@sakilacustomer.org",25
150,"DanielleDaniels","danielle.daniels@sakilacustomer.org",25
232,"ConstanceReid","constance.reid@sakilacustomer.org",25
305,"RichardMccrary","richard.mccrary@sakilacustomer.org",25
597,"FreddieDuggan","freddie.duggan@sakilacustomer.org",25
417,"TravisEstep","travis.estep@sakilacustomer.org",25
60,"MildredBailey","mildred.bailey@sakilacustomer.org",25
156,"BerthaFerguson","bertha.ferguson@sakilacustomer.org",25
435,"RickyShelby","ricky.shelby@sakilacustomer.org",25
193,"KatieElliott","katie.elliott@sakilacustomer.org",25
270,"LeahCurtis","leah.curtis@sakilacustomer.org",25
507,"EdgarRhoads","edgar.rhoads@sakilacustomer.org",25
63,"AshleyRichardson","ashley.richardson@sakilacustomer.org",25
582,"AndyVanhorn","andy.vanhorn@sakilacustomer.org",25
324,"GaryCoy","gary.coy@sakilacustomer.org",25
546,"KellyKnott","kelly.knott@sakilacustomer.org",25
528,"ClaudeHerzog","claude.herzog@sakilacustomer.org",25
343,"DouglasGraf","douglas.graf@sakilacustomer.org",25
188,"MelanieArmstrong","melanie.armstrong@sakilacustomer.org",25
414,"VincentRalston","vincent.ralston@sakilacustomer.org",25
326,"JoseAndrew","jose.andrew@sakilacustomer.org",25
460,"LeonBostic","leon.bostic@sakilacustomer.org",25
590,"SethHannon","seth.hannon@sakilacustomer.org",25
419,"ChadCarbone","chad.carbone@sakilacustomer.org",25
531,"JamieWaugh","jamie.waugh@sakilacustomer.org",25
537,"ClintonBuford","clinton.buford@sakilacustomer.org",25
264,"GwendolynMay","gwendolyn.may@sakilacustomer.org",25
384,"ErnestStepp","ernest.stepp@sakilacustomer.org",25
229,"TamaraNguyen","tamara.nguyen@sakilacustomer.org",25
10,"DorothyTaylor","dorothy.taylor@sakilacustomer.org",25
330,"ScottShelley","scott.shelley@sakilacustomer.org",25
24,"KimberlyLee","kimberly.lee@sakilacustomer.org",25
227,"ColleenBurton","colleen.burton@sakilacustomer.org",24
382,"VictorBarkley","victor.barkley@sakilacustomer.org",24
375,"AaronSelby","aaron.selby@sakilacustomer.org",24
19,"RuthMartinez","ruth.martinez@sakilacustomer.org",24
475,"PedroChestnut","pedro.chestnut@sakilacustomer.org",24
243,"LydiaBurke","lydia.burke@sakilacustomer.org",24
541,"DarrenWindham","darren.windham@sakilacustomer.org",24
564,"BobPfeiffer","bob.pfeiffer@sakilacustomer.org",24
127,"ElaineStevens","elaine.stevens@sakilacustomer.org",24
427,"JesusMccartney","jesus.mccartney@sakilacustomer.org",24
258,"MyrtleFleming","myrtle.fleming@sakilacustomer.org",24
540,"TyroneAsher","tyrone.asher@sakilacustomer.org",24
100,"RobinHayes","robin.hayes@sakilacustomer.org",24
34,"RebeccaScott","rebecca.scott@sakilacustomer.org",24
511,"ChesterBenner","chester.benner@sakilacustomer.org",24
104,"RitaGraham","rita.graham@sakilacustomer.org",24
130,"CharlotteHunter","charlotte.hunter@sakilacustomer.org",24
534,"ChristianJung","christian.jung@sakilacustomer.org",24
490,"SamMcduffie","sam.mcduffie@sakilacustomer.org",24
175,"AnnetteOlson","annette.olson@sakilacustomer.org",24
585,"PerrySwafford","perry.swafford@sakilacustomer.org",24
99,"EmilyDiaz","emily.diaz@sakilacustomer.org",24
351,"JackFoust","jack.foust@sakilacustomer.org",24
73,"BeverlyBrooks","beverly.brooks@sakilacustomer.org",24
557,"FelixGaffney","felix.gaffney@sakilacustomer.org",24
123,"ShannonFreeman","shannon.freeman@sakilacustomer.org",24
455,"JonWiles","jon.wiles@sakilacustomer.org",24
571,"JohnnieChisholm","johnnie.chisholm@sakilacustomer.org",24
527,"CoryMeehan","cory.meehan@sakilacustomer.org",24
101,"PeggyMyers","peggy.myers@sakilacustomer.org",24
153,"SuzanneNichols","suzanne.nichols@sakilacustomer.org",24
11,"LisaAnderson","lisa.anderson@sakilacustomer.org",24
8,"SusanWilson","susan.wilson@sakilacustomer.org",24
288,"BobbieCraig","bobbie.craig@sakilacustomer.org",24
43,"ChristineRoberts","christine.roberts@sakilacustomer.org",24
553,"MaxPitt","max.pitt@sakilacustomer.org",24
134,"EmmaBoyd","emma.boyd@sakilacustomer.org",23
415,"GlennPullen","glenn.pullen@sakilacustomer.org",23
547,"KurtEmmons","kurt.emmons@sakilacustomer.org",23
530,"DarrylAshcraft","darryl.ashcraft@sakilacustomer.org",23
249,"DoraMedina","dora.medina@sakilacustomer.org",23
291,"ToniHolt","toni.holt@sakilacustomer.org",23
183,"IdaAndrews","ida.andrews@sakilacustomer.org",23
62,"JoanCooper","joan.cooper@sakilacustomer.org",23
345,"CarlArtis","carl.artis@sakilacustomer.org",23
180,"StacyCunningham","stacy.cunningham@sakilacustomer.org",23
192,"LaurieLawrence","laurie.lawrence@sakilacustomer.org",23
519,"RonDeluca","ron.deluca@sakilacustomer.org",23
216,"NatalieMeyer","natalie.meyer@sakilacustomer.org",23
184,"VivianRuiz","vivian.ruiz@sakilacustomer.org",23
311,"PaulTrout","paul.trout@sakilacustomer.org",23
9,"MargaretMoore","margaret.moore@sakilacustomer.org",23
350,"JuanFraley","juan.fraley@sakilacustomer.org",23
246,"MarianMendoza","marian.mendoza@sakilacustomer.org",23
106,"ConnieWallace","connie.wallace@sakilacustomer.org",23
379,"CarlosCoughlin","carlos.coughlin@sakilacustomer.org",23
493,"BrentHarkins","brent.harkins@sakilacustomer.org",23
392,"SeanDouglass","sean.douglass@sakilacustomer.org",23
335,"GregoryMauldin","gregory.mauldin@sakilacustomer.org",23
